,X,person,speech,syllables,wordsyl,wc
12995,12995,John Kasich,"But as governor of Ohio, I have an obligation to keep the eleven.",21,13,1.615384615
13759,13759,Martin O'Malley,We have not had a new agenda for America's cities since Jimmy Carter.,21,13,1.615384615
13982,13982,Martin O'Malley,"I mean, I know Secretary Clinton was gleeful when Gadhafi was torn apart.",21,13,1.615384615
14465,14465,Martin O'Malley,"It was an intentional engineering challenge, and we solved it as a nation.",21,13,1.615384615
4726,4726,Bernie Sanders,"And we will not, under this proposal, have a situation that we have right now with the Affordable Care Act where you have states like South Carolina, and many other Republican states, that because of their right wing political ideology, are denying millions of people the expansion of Medicaid that we passed in the Affordable Care Act.",92,57,1.614035088
12819,12819,John Kasich,"And in that meeting, I suggested we had a problem with technology, and that I wanted to take people from Silicon Valley into the Pentagon to solve our most significant problems.",50,31,1.612903226
3895,3895,Hillary Clinton,"I also want them to take a look at my record, what I have done my entire life, starting as a young lawyer working for the Children's Defense Fund, taking on the problem of juveniles incarcerated with adults in South Carolina, trying to gather information to end segregated academies|",79,49,1.612244898
7529,7529,Marco Rubio,"It is about what kind of country this is going to be in the twenty onest century, and if we elect someone like Barack Obama, a Hillary Clinton, a Bernie Sanders or anyone like that, our children are going to be the first Americans to inherit a diminishes country.",79,49,1.612244898
5882,5882,Bernie Sanders,"If we are serious about rebuilding the American middle class, if we are serious about providing paid family and medical leave to all of our people, if we are serious about ending the disgrace of having so many of our children live in poverty, the real way to do it is to have millions of Americans finally stand up and say, enough is enough, for people to get engaged in the political process, to finally demand that Washington represent all of us, not just a handful of very wealthy people.",145,90,1.611111111
2794,2794,Hillary Clinton,"Well, look, Iâ€™ve got to just jump in here because, honestly, Senator Sanders is the only person who I think would characterize me, a woman running to be the first woman president, as exemplifying the establishment.",58,36,1.611111111
11858,11858,Jeb Bush,"I hope they know that if I'm president, I'll be a commander-in-chief, not an agitator- in-chief or a divider-in-chief, that I will lead this country in a way that will create greater security and greater safety.",58,36,1.611111111
422,422,Donald Trump,BASH: So is a voluntary program the way to get the Social Security system solvent again like that.,29,18,1.611111111
1574,1574,Donald Trump,"But you just cannot negotiate that way with terrorists, or you're gonna have so many other James Foleys.",29,18,1.611111111
1617,1617,Hillary Clinton,And I donâ€™t take a back seat to anyone when it comes to progressive experience and progressive commitment.,29,18,1.611111111
1745,1745,Hillary Clinton,So Iâ€™m with both Senator Sanders and Governor Oâ€™Malley in putting a lot of attention onto the banks.,29,18,1.611111111
2785,2785,Hillary Clinton,And Iâ€™m very proud and grateful to have the support of so many elected Vermonters and former officials.,29,18,1.611111111
4094,4094,Bernie Sanders,"Well, obviously, I voted, when President Clinton said, â€œletâ€™s stop ethnic cleansing in Kosovo,â€ù I voted for that.",29,18,1.611111111
4335,4335,Bernie Sanders,"Well, obviously, I voted, when President Clinton said, â€œletâ€™s stop ethnic cleansing in Kosovo,â€ù I voted for that.",29,18,1.611111111
5200,5200,Bernie Sanders,"The real issue is that in area after area, raising the minimum wage to $fifteen bucks an hour.",29,18,1.611111111
5859,5859,Bernie Sanders,"The era of protecting the middle class, and working families is certainly something that I will make happen.",29,18,1.611111111
6088,6088,Bernie Sanders,"Number two, you have seen on television, as I have, local police departments that look like occupying armies.",29,18,1.611111111
6216,6216,Bernie Sanders,"Secretary Clinton has been a supporter in the past of various trade policies, NAFTA and PNTR with China.",29,18,1.611111111
6397,6397,Ted Cruz,We need a president with the judgment and resolve to keep this country safe from radical Islamic terrorists.,29,18,1.611111111
6441,6441,Ted Cruz,I haven't gotten the intelligence briefing tonight on what North Korea's doing because I'm here in new Hampshire.,29,18,1.611111111
6447,6447,Ted Cruz,"So, in terms of a practical solution, I've laid out the most detailed plan for solving illegal immigration.",29,18,1.611111111
6470,6470,Ted Cruz,"Once you secure the border, enforcing the law will solve this problem and that will benefit American workers.",29,18,1.611111111
6589,6589,Ted Cruz,"Well, let me be clear, if Donald engages in insults or anybody else, I don't intend to reciprocate.",29,18,1.611111111
6948,6948,Ted Cruz,"When you had a terrorist, you could only search a relatively narrow slice of numbers, primarily land lines.",29,18,1.611111111
7650,7650,Marco Rubio,He told everyone who would listen that they have begged for permission from the coalition to target caravans.,29,18,1.611111111
7667,7667,Marco Rubio,"Because people are starting to understand, very clearly, that this election is going to be a turning point.",29,18,1.611111111
7735,7735,Marco Rubio,"The media has not asked them a single question on abortion and on abortion, the Democrats are extremists.",29,18,1.611111111
7957,7957,Marco Rubio,Barack Obama believes that America is a arrogant global power that needs to be cut down to size.,29,18,1.611111111
8338,8338,Marco Rubio,And rebuild our Military and our intelligence programs so that we can remain the strongest nation on earth.,29,18,1.611111111
8629,8629,Marco Rubio,"There is a reason Khamenei refers to Israel as the little Satan, and America as the great Satan.",29,18,1.611111111
9299,9299,Ben Carson,We have to destroy their caliphate because that gives them legitimacy to go ahead with the global Jihad.,29,18,1.611111111
9633,9633,Chris Christie,"And I will make no apologies, ever, for protecting the lives and the safety of the American people.",29,18,1.611111111
9954,9954,Chris Christie,"We need to make sure that we do everything across all kinds of energy: natural gas, oil, absolutely.",29,18,1.611111111
10001,10001,Chris Christie,We need a president who is going to understand what actionable intelligence looks like and act on it.,29,18,1.611111111
10641,10641,Rand Paul,John Adams said that we fought a War for Independence because we wanted to fight against generalized warrants.,29,18,1.611111111
10662,10662,Rand Paul,You can't be in favor of defend us against Islam -- radical Islam -- if you're not for border security.,29,18,1.611111111
10740,10740,Rand Paul,Toppling secular dictators in the Middle East has only led to chaos and the rise of radical Islam.,29,18,1.611111111
10908,10908,Rand Paul,And we also should negotiate using the full force and the constitutional power that was given to us.,29,18,1.611111111
11473,11473,Jeb Bush,"But this election is not about our pedigree, this is an election about people that are really hurting.",29,18,1.611111111
13575,13575,Martin O'Malley,"And we told our hospitals that if you reduce avoidable hospital readmissions, you can share in those savings.",29,18,1.611111111
13828,13828,Martin O'Malley,"Senator, I'm the only person on this stage that's actually balanced a budget every year for fifteen years.",29,18,1.611111111
12572,12572,John Kasich,"I can tell you this, in the first one hundred days, I will have legislation to freeze federal regulations, have them reviewed by the vice president, reduce state taxes on individuals, reduce taxes on corporations, have a fiscal plan to balance the budget, get the border protected and begin to fix Social Security in the first one hundred days.",95,59,1.610169492
14355,14355,Martin O'Malley,"But I attended a lot of funerals, including one for a family of seven who were firebombed in their sleep for picking up the phone in a poor African-American neighborhood and calling the police because of drug dealers on their corner.",66,41,1.609756098
625,625,Donald Trump,"And the and the reason I can't be is that we are a country that is being beaten on every front economically, militarily.",37,23,1.608695652
842,842,Donald Trump,"And then on second, we should be able to penetrate the Internet and find out exactly where ISIS is and everything about ISIS.",37,23,1.608695652
